date,ticker,price,action,co_executed,outfit,outfit_text,timeframe,post_id
2026-04-13,YANG,27.33,,,,,,2043714268361900306
2026-04-13,ERX,86.13,,,,,,2043714879576854916
2026-04-13,TSLZ,16.21,,,,,,2043722925522715051
2026-04-13,TSLZ,16.21,,,,,,2043729528674308566
2026-04-13,TSLZ,16.21,,,,,,2043747229283037530
2026-04-13,ERX,86.13,,,,,,2043784224206143496
2026-04-14,SOXS,21.88,purchased,,,MA408,2m,2044061194953339231
2026-04-14,SOXS,21.88,,,,,,2044061367033069846
2026-04-14,SOXS,,,,,,,2044061537862815886
2026-04-14,SOXS,21.88,,,,,,2044062827464536189
2026-04-14,SOXS,21.88,,,,,,2044065457226035556
2026-04-14,SOXS,21.74,purchased,,,MA200,2m,2044067730027098223
2026-04-14,SOXS,21.74,,,,,,2044067911346835740
2026-04-14,SOXS,21.74,,,,,,2044068200103731431
2026-04-14,SOXS,21.74,,,,,,2044068517662863860
2026-04-14,SOXS,21.74,,,,,,2044069570991010092
2026-04-14,SOXS,,,,,,,2044070901713645705
2026-04-14,SOXS,21.74,,,,,,2044072611597176965
2026-04-14,SOXS,21.74,,,,,,2044074557724864943
2026-04-14,PLTZ,31.58,purchased,,,ort PLTR ETF 39 78 156 311 622 944 tslq outfit / MA311,10m,2044076717451686208
2026-04-14,BITI,23.13,purchased,,,BITI . I'll explain this outfit / MA124,1h,2044094061313974682
2026-04-14,BITI,23.13,,,,,,2044096332521185323
2026-04-14,BITI,23.13,,,,,,2044098221623160887
2026-04-14,SPXU,23.13,purchased,BITI,,,,2044100862998687898
2026-04-14,SPXU,,purchased,,,,,2044101262216704017
2026-04-14,SPXU,,purchased,,,,,2044102803875049821
2026-04-14,SPXU,,purchased,,,,,2044103632262705441
2026-04-14,SPXU,,purchased,,,,,2044104693656498409
2026-04-14,BITI,23.13,,,,,,2044107563558645804
2026-04-14,SOXS,23.13,purchased,BITI,,,,2044109904315855328
2026-04-14,SOXS,,purchased,,,,,2044110130682441829
2026-04-14,SOXS,,purchased,,,,,2044110421226074127
2026-04-14,PLTZ,31.58,,,,,,2044114096912806290
2026-04-14,SPXU,,,,,,,2044118318009987434
2026-04-14,BITI,23.13,,,,,,2044122373885178012
2026-04-14,SOXS,,purchased,,,,,2044137485626929594
2026-04-14,SPXU,,purchased,,,,,2044137723737628938
2026-04-14,PLTZ,31.58,,,,,,2044143673882136678
2026-04-14,WEBS,23.13,purchased,BITI,,,,2044167246654980233
2026-04-15,WEBS,,purchased,,,,,2044409410265772330
2026-04-15,SOXS,,purchased,,,,,2044409926077104203
2026-04-15,SPXU,,purchased,,,,,2044410282865574281
2026-04-15,PLTZ,,,,,,,2044410763671159184
2026-04-15,BITI,23.13,,,,,,2044411164990603761
2026-04-15,SQQQ,23.13,purchased,"BITI, SOXS",,,,2044437970187604128
2026-04-15,SQQQ,,purchased,,,,,2044438105370038597
2026-04-15,SQQQ,,purchased,,,,,2044438358546649120
2026-04-15,SQQQ,,,,,,,2044438814496862619
2026-04-15,SQQQ,,purchased,,,,,2044441967481012264
2026-04-15,SQQQ,,purchased,,,,,2044448050433982763
2026-04-15,SOXS,,purchased,,,,,2044457966305423520
2026-04-15,SOXS,,,,,,,2044460458841940057
2026-04-15,UCO,41.22,purchased,,,MA200,2m,2044480653539086537
2026-04-15,UCO,41.22,,,,,,2044480763656343600
2026-04-15,UCO,41.22,,,,,,2044480990127788480
2026-04-15,UCO,41.22,,,,,,2044481722457501753
2026-04-15,UCO,41.22,,,,,,2044483170394116195
2026-04-15,UCO,41.22,,,,,,2044486587350946009
2026-04-15,UCO,,purchased,,,,,2044488549777740246
2026-04-15,UCO,41.22,,,,,,2044489417444970591
2026-04-15,UCO,,,,,,,2044492145181265956
2026-04-15,UCO,41.13,purchased,,,,15m,2044498674588520570
2026-04-15,UCO,,,,,,,2044498806562296259
2026-04-15,UCO,41.13,,,,,,2044501341897429413
2026-04-16,UCO,41.13,,,,,,2044778132197240926
2026-04-16,BITI,23.13,,,,,,2044779205796483485
2026-04-17,SPXU,,hold,,,,,2045135120412410325
2026-04-17,SQQQ,,hold,,,,,2045135546729795871
2026-04-23,TZA,,purchased,,,,,2047334923288350826
2026-04-23,UVIX,19.34,purchased,SVIX,,,,2047337579713102119
2026-04-23,UVIX,19.34,purchased,SVIX,,MA400,1h,2047338099148272088
2026-04-23,UVIX,,,,,,,2047339611509383611
2026-04-23,SVIX,19.34,,,,,,2047340114599415960
2026-04-23,SVIX,19.34,,,,,,2047341528524464336
2026-04-23,UVIX,,purchased,,,,,2047342237764456736
2026-04-23,UVIX,,purchased,,,,,2047346271657292082
2026-04-23,SVIX,19.34,,,,,,2047346699899937066
2026-04-23,TZA,48.60,,,,,,2047347325174178061
2026-04-23,TZA,,,,,,,2047360708552298536
2026-04-23,UVIX,,purchased,,,,,2047361295377408335
2026-04-23,SVIX,19.34,,,,,,2047362280925638964
2026-04-23,TZA,48.60,,,,,,2047364160363913237
2026-04-23,SVIX,19.34,,,,,,2047364883457753471
2026-04-23,UVIX,,,,,,,2047370395700035796
2026-04-27,SVIX,19.34,,,,,,2048759686166650884
2026-04-27,UVIX,,purchased,,,,,2048759990052425794
2026-04-27,TZA,,,,,,,2048760591612022934
2026-04-27,SVIX,,purchased,UVIX,,,,2048761392313082367
2026-04-27,SQQQ,,purchased,TQQQ,,,,2048761590858797430
2026-04-27,TZA,4.86,,,,,,2048802020547854448
2026-04-27,SVIX,19.34,,,,,,2048802477307461947
2026-04-28,TZA,,,,,,,2049185638243819560
2026-04-29,UVIX,19.34,purchased,SVIX,,,,2049407656746688572
2026-04-29,UVIX,19.34,purchased,SVIX,,,,2049408348957872166
2026-04-29,SVIX,,purchased,UVIX,,,,2049409417960124765
2026-04-29,SVIX,19.34,,,,,,2049481686367539329
2026-04-29,SVIX,19.34,,,,,,2049488902365560906
2026-04-29,SVIX,19.34,,,,,,2049490960149844434
2026-04-29,UVIX,,,,,,,2049491286902841428
2026-04-29,UVIX,19.37,purchased,SVIX,,high frequency short operating on the outfit / [MA27 MA54 MA108 MA216 MA432 MA864] / MA27 / MA54 / MA108 / MA216 / MA432 / MA864,,2049493755653394851
2026-04-29,UVIX,19.37,purchased,SVIX,,,,2049493891930640612
2026-04-29,UVIX,,purchased,,,,,2049493993059418350
2026-04-29,SVIX,19.37,,,,,,2049495012216553933
2026-04-29,SVIX,19.37,hold,UVIX,,,,2049496767943811497
2026-04-29,SVIX,19.37,,,,,,2049497790343245923
2026-04-29,TZA,,,,,,,2049499148236505220
2026-04-29,SVIX,19.37,,,,,,2049501205303546328
2026-04-29,SVIX,19.37,,,,,,2049533862813090116
2026-04-29,UVIX,,purchased,,,,,2049534265667579930
2026-04-29,TZA,,,,,,,2049535061176053946
2026-04-29,SVIX,19.37,,,,,,2049560832883974559
2026-04-30,,,,,,,,2049682723871330574
2026-04-30,SVIX,19.37,,,,,,2049855286719209917
2026-04-30,SVIX,19.37,,,,,,2049866837454889087
2026-04-30,SQQQ,19.37,purchased,SVIX,,,,2049867365484269888
2026-04-30,SQQQ,52.22,,,,,,2049867462574035413
2026-04-30,SQQQ,52.22,,,,,,2049868078151053823
2026-04-30,SQQQ,52.22,,,,,,2049874140447080515
2026-04-30,SQQQ,52.22,purchased,,,,,2049874637350400266
2026-04-30,SVIX,19.37,,,,,,2049892458197299244
2026-04-30,SVIX,19.37,,,,,,2049899610920104399
2026-04-30,UVIX,,,,,,,2049899706915147885
2026-04-30,SQQQ,52.22,purchased,,,,,2049900295984218497
2026-04-30,TZA,,purchased,,,,,2049900874210935232
2026-04-30,SQQQ,52.22,purchased,,,,,2049904459652931833
2026-04-30,NVDX,17.67,purchased,,,NVDX at 17.67 as risk. Japan's 225 outfit / MA25 / MA45 / MA75 / MA225 / MA450 / MA900,30m,2049910913269104712
2026-04-30,NVDX,17.67,,,,,,2049911089065009434
2026-04-30,NVDX,17.67,,,,,,2049911930358526357
2026-04-30,MSFL,17.28,purchased,,,MSFL . 22² or 484 outfit / MA22 / MA44 / MA121 / MA242 / MA484 / MA968,32m,2049923377843077577
2026-04-30,MSFT,17.28,,,,,,2049923939099697388
2026-04-30,NVDX,17.67,,,,,,2049928834833907757
2026-05-01,NVDX,17.67,,,,,,2050262228008591772
2026-05-01,MSFL,17.28,,,,,,2050263357828284693
2026-05-01,RIVN,15.14,purchased,SVIX,,RIVN . RIVN at 15.14 . SVIX outfit / MA26 / MA52 / MA106 / MA211 / MA422 / MA855,2h,2050265445337542917
2026-05-01,RIVN,15.14,,,,,,2050265713584357758
2026-05-04,MSFL,17.28,,,,,,2051317989748941058
2026-05-05,RIVN,14.24,purchased,RIVNL,,MA636,,2051700364823699643
2026-05-06,RIVN,14.24,,,,,,2052071128231985269
2026-05-07,SABS,,purchased,,,MA18 / MA36 / MA65 / MA180 / MA360 / MA650,2h,2052397766639542674
2026-05-07,SABS,,,,,,,2052399306796302826
2026-05-07,PTIR,14.55,purchased,"PLTZ, SVIX",,MA211,15m,2052411905772589379
2026-05-07,MSFL,17.28,,,,,,2052413955893755999
2026-05-07,PTIR,14.55,,,,,,2052419482786972078
2026-05-07,SABS,,,,,,,2052450054200533149
2026-05-07,SABS,,,,,,,2052453681073897621
2026-05-07,PTIR,14.55,,PLTZ,,,,2052478383708414032
2026-05-08,PTIR,14.55,,,,,,2052777336790278542
2026-05-08,SABS,,purchased,,,,,2052800592247140355
2026-05-11,PTIR,14.55,,PLTZ,,,,2053831420863463899
2026-05-12,,,,,,this specific outfit,,2054080966688378897
2026-05-12,PTIR,14.55,,,,,,2054247722329469242
2026-05-12,MSTU,,purchased,,,MA102,32m,2054255235603066934
2026-05-12,MSTU,,,,,,,2054259744505012552
2026-05-12,PTIR,14.55,,PLTZ,,,,2054266531169837333
2026-05-12,MSTR,,,,,,,2054271103212937495
2026-05-13,PTIR,14.55,,PLTZ,,,,2054564212165509203
2026-05-13,SABS,,purchased,,,MA650,2h,2054565385584955742
2026-05-13,RIVN,13.87,purchased,,,MA16,20m,2054566763577380868
2026-05-13,RIVN,13.87,,,,,,2054567076384354373
2026-05-13,RIVN,13.87,,,,,,2054571133790548278
2026-05-13,PTIR,14.55,,,,,,2054571953143644484
2026-05-13,QPUX,24.76,purchased,,,MA125,55m,2054579626232660262
2026-05-13,QPUX,24.76,,,,,,2054581866481737762
2026-05-13,RIVN,13.87,,,,,,2054589108606144538
2026-05-13,SABS,,,,,,,2054589613029945538
2026-05-14,QPUX,24.76,,,,,,2054946680202793429
2026-05-14,RIVN,13.87,,,,,,2054947040095092923
2026-05-14,MSFL,17.28,,,,,,2054948017476911474
2026-05-14,MSFL,17.28,,,,,,2054953480708866505
2026-05-14,MSFD,13.11,purchased,,,MSFD on this drop. 32M 22² or 484 outfit / MA22 / MA44 / MA121 / MA242 / MA484 / MA968,32m,2054954221699768495
2026-05-14,MSFD,13.11,,,,,,2054960729418334580
2026-05-14,QID,13.11,purchased,"MSFD, QQQ",,"32M 22² or 484 outfit / [MSFD , 32M 22² or 484 outfit MA22 MA44 MA121 MA242 MA484 MA968 32M MA121 at 13.11] / MA22 / MA44 / MA121 / MA242 / MA484 / MA968",32m,2054961258001301738
2026-05-14,MSFD,13.11,,,,,,2054961414071353739
2026-05-14,QID,,purchased,,,,,2054961779751747633
2026-05-14,QID,,purchased,,,,,2054963642802864481
2026-05-14,QID,,purchased,,,,,2054972709818479051
2026-05-14,QPUX,24.76,purchased,,,,,2054973399068467365
2026-05-14,RIVN,13.87,,,,,,2054973822244405526
2026-05-14,QID,,purchased,,,,,2054974331298697352
2026-05-14,MSFD,,,,,,,2054977814852714598
2026-05-14,SPXS,13.11,purchased,MSFD,,"32M 22² or 484 outfit / [MSFD , 32M 22² or 484 outfit MA22 MA44 MA121 MA242 MA484 MA968 32M MA121 at 13.11] / MA22 / MA44 / MA121 / MA242 / MA484 / MA968",32m,2054983944987431307
2026-05-14,SPXS,,purchased,,,,,2054984197274755119
2026-05-14,SPXS,,purchased,,,,,2054985545143689536
2026-05-14,MSFD,,,,,,,2054988977107833321
2026-05-14,MSFL,17.28,,,,,,2055003032203780283
2026-05-14,MSFD,13.11,,,,,,2055003620442333447
2026-05-15,QID,,hold,"SPXS, MSFD",,,,2055325569202757840
2026-05-15,MSFL,17.28,,,,,,2055352923216076863
2026-05-15,,,,,,,,2055364301763072361
2026-05-15,QID,,purchased,,,,,2055415952423166270
2026-05-15,SPXS,,purchased,,,,,2055416523343470738
2026-05-20,QID,,purchased,SPXS,,,,2056890353052254679
2026-05-20,SPXS,,purchased,,,,,2057093114683417065
2026-05-20,QID,,purchased,,,,,2057093486709768412
2026-05-20,NVDX,20.90,,,,MA420,10m,2057101476858925126
2026-05-20,NVDX,20.90,purchased,,,,,2057104681047048229
2026-05-26,UCO,45.41,purchased,,,MA600,20m,2059285006204518754
2026-05-26,UCO,45.41,,,,,,2059285080787578889
2026-05-26,UCO,45.41,,,,,,2059294863896858915
2026-05-26,UCO,45.41,purchased,,,s 30 60 90 outfit,,2059298644403376541
2026-05-26,UCO,45.41,,,,,,2059348956640161875
2026-05-26,UCO,45.41,,,,,,2059364012886999417
2026-05-26,UCO,,purchased,,,MA600 / [parm:MA600],20m,2059366606342664332
2026-05-27,UCO,,purchased,USO,,UCO into this drop. There's a positive outfit / MA600,20m,2059630977887170669
2026-05-27,UCO,,hold,USO,,,,2059631287934349373
2026-05-27,UCO,,purchased,USO,,positive microterm USO sma outfit / MA600,20m,2059631532688789973
2026-05-27,USO,,hold,UCO,,[MA27 MA54 MA108 MA216 MA432 MA864.] / MA27 / MA54 / MA108 / MA216 / MA432 / MA864,1m,2059647311098323075
2026-05-27,USO,129.78,purchased,UCO,,,,2059661871482106321
2026-05-27,USO,129.78,,,,,,2059662020153336090
2026-05-27,USO,129.78,,SVIX,,MA108,1m,2059662853137895543
2026-05-27,USO,129.78,,,,,,2059664651676500054
2026-05-27,USO,129.78,,,,,,2059673280379072661
2026-05-27,USO,129.78,,,,,,2059703832867917826
2026-05-27,USO,129.64,purchased,,,MA512,44m,2059706833292664879
2026-05-27,USO,129.64,,,,n't know why this specific timeframe or outfit / MA512,44m,2059707409128640772
2026-05-27,USO,129.64,,,,,,2059712830329512007
2026-05-28,USO,129.64,,,,,,2059990777498066978
2026-05-28,USO,127.77,purchased,,,USO as my final Oil trade. 22² or 484 outfit / MA22 / MA44 / MA121 / MA242 / MA484 / MA986,2h,2060006218920493116
2026-05-28,USO,127.77,,,,,,2060006568440332687
2026-05-28,SQQQ,127.77,purchased,USO,,,,2060008193103995078
2026-05-28,SPXU,127.77,purchased,USO,,,,2060008676421960059
2026-05-29,SOXS,5.48,purchased,,,,,2060164674398888092
2026-05-29,SCO,28.38,purchased,UCO,,MA770,20m,2060434673621422141
2026-05-29,UCO,28.38,purchased,SCO,,[SCO 20M 22 55 77 220 550 770 20M MA770 at 28.38] / MA770,20m,2060435028275052566
2026-05-29,UCO,,purchased,,,,,2060435149138055678
2026-06-01,UCO,,purchased,,,,,2061275088352371041
2026-06-01,UCO,,purchased,,,,,2061443534503485603
2026-06-01,SCO,28.38,,,,,,2061443547639984183
2026-06-02,SCO,28.38,,,,,,2061837124975075546
2026-06-02,UCO,,purchased,,,,,2061892473073610867
2026-06-03,UCO,,purchased,,,,,2062193255362806007
2026-06-03,SCO,28.38,,,,,,2062194158421553252
2026-06-03,SCO,28.38,cut,,,,,2062194973664268646
2026-06-04,UCO,,purchased,,,,,2062591467361841455
2026-06-04,SCO,,,,,,,2062591954626757003
2026-06-08,UCO,,,,,,,2064036790475079836
2026-06-08,SCO,,,,,,,2064037355800150459
2026-06-09,SCO,,,,,,,2064378917478359410
2026-06-09,UCO,,purchased,,,,,2064379658377080874
2026-06-09,UCO,,,,,,,2064387754113511775
2026-06-09,SCO,,,,,,,2064388276744790385
2026-06-10,SVIX,20.01,purchased,VIX,,MA777,20m,2064727684597629315
2026-06-10,SVIX,20.01,,,,,,2064728388926136544
2026-06-10,SVIX,20.01,cut,,,,,2064729168420725118
2026-06-10,SVIX,20.01,,,,,,2064737081763742029
2026-06-10,SVIX,19.95,purchased,VIX,,MA500,33m,2064738410745745768
2026-06-10,SVIX,19.95,,,,,,2064738489909002728
2026-06-10,UPRO,19.95,purchased,SVIX,,,,2064738778405908544
2026-06-10,UPRO,,purchased,,,,,2064738868138856633
2026-06-10,TQQQ,19.95,purchased,SVIX,,,,2064739182237696155
2026-06-10,TQQQ,,purchased,,,,,2064739349636518200
2026-06-10,SVIX,19.95,,,,,,2064742487630270722
2026-06-10,UCO,,purchased,,,,,2064743494137356597
2026-06-10,SCO,28.38,,,,,,2064744005540470988
2026-06-10,SVIX,19.95,purchased,,,31 63 125 250 500 simple moving average outfit / MA500,33m,2064745462033523008
2026-06-10,SVIX,19.95,,,,,,2064790307875811770
2026-06-11,SVIX,19.95,,,,,,2065064353108525549
2026-06-11,SVIX,19.95,,,,,,2065086193583407463
2026-06-11,SPXU,41.31,purchased,UPRO,,31 . 33M 22 55 77 220 550 770 palantir outfit,33m,2065090270937649267
2026-06-11,SPXU,41.31,,,,,,2065090409001574777
2026-06-11,UPRO,41.31,purchased,SPXU,,,,2065090770961670196
2026-06-11,UPRO,,purchased,,,,,2065090880420389096
2026-06-11,SPXU,41.31,,,,,,2065091446173257854
2026-06-11,SPXU,41.31,,,,,,2065125327052079422
2026-06-11,UPRO,,purchased,,,,,2065158583952753116
2026-06-11,,,,,,,,2065165376305156119
2026-06-15,,,,,,,,2066325364247548339
2026-06-15,UCO,28.38,purchased,SCO,,[SCO 20M 22 55 77 220 550 770 20M MA770 at 28.38] / MA770,20m,2066518386386084350
2026-06-15,UPRO,,purchased,,,,,2066519016743875046
2026-06-15,SPXU,41.31,,,,,,2066519353869365390
2026-06-22,SPXU,41.31,,,,,,2069056205562200341
2026-06-22,UPRO,,purchased,,,,,2069056889523241067
2026-06-22,GUSH,29.48,purchased,,,P Oil 2x 29.48 . 404 outfit / MA404,,2069068669100179889
2026-06-22,GUSH,29.48,,,,,,2069068790604927380
2026-06-22,GUSH,29.47,purchased,,,,,2069069052925112656
2026-06-22,,,,,,,,2069103966240289100
2026-06-22,GUSH,29.48,purchased,,,,,2069149534224331075
2026-06-23,GUSH,29.48,,,,,,2069511580426092781
2026-06-24,,,,,,,,2069671768911118527
2026-06-24,GUSH,29.41,purchased,SVIX,,SH now. 4H SVIX's 26 52 106 211 422 844 outfit / MA422,4h,2069792843288440859
2026-06-24,GUSH,29.23,purchased,,,,,2069793870662320131
2026-06-24,GUSH,29.23,purchased,,,,,2069846278172012977
2026-06-25,GUSH,29.23,,,,,,2070139435862335983
2026-06-25,GUSH,29.23,purchased,,,,,2070210599154577468
2026-06-25,GUSH,29.23,purchased,SVIX,,SVIX's 26 52 106 211 422 844 outfit,,2070220600157880464
2026-06-25,GUSH,29.23,purchased,SVIX,,SVIX's 26 52 106 211 422 844 outfit,,2079844121003610554
2026-06-29,GUSH,29.23,,,,,,2071595712501219676
2026-07-06,GUSH,29.23,purchased,,,,,2074187308384092241
2026-07-07,GUSH,29.23,purchased,,,,,2074573625034985642
2026-07-07,GUSH,,purchased,,,,,2074574241199223033
2026-07-07,GUSH,,purchased,,,,,2086878153931432241
2026-07-08,GUSH,29.23,purchased,,,,,2074795288552939796
2026-07-09,UPRO,,purchased,,,,,2075311433970319751
2026-07-09,SPXU,41.31,,,,,,2075312179893669970
2026-07-09,GUSH,29.23,purchased,,,,,2075312700020994307
2026-07-12,GUSH,,purchased,,,,,2076098582747426830
2026-07-12,GUSH,,purchased,,,,,2086878089691459934
2026-07-13,GUSH,29.23,purchased,,,,,2076734736911958123
2026-07-17,GUSH,29.23,purchased,,,,,2078208525927690693
2026-07-19,,,,,,,,2078652675764392205
2026-07-27,SPYU,30.65,purchased,,,MA332,2h,2081759657807560759
2026-07-27,SPYU,30.65,purchased,,,,,2081760100474393028
2026-07-27,SPYU,30.65,purchased,,,,,2081761432996298985
2026-07-27,SPYU,30.65,purchased,,,,,2081766261672014024
2026-07-27,SPYU,30.65,purchased,,,,,2081779210297962506
2026-07-27,SPYU,30.65,,,,,,2081791790815084669
2026-07-27,SPYU,,purchased,,,,,2081795896556257581
2026-07-27,SPYU,30.65,purchased,,,,,2081832451006169391
2026-07-28,SPYU,30.65,,,,,,2082097424806650287
2026-07-28,SPYU,30.65,,,,,,2082202132124676196
2026-07-29,GUSH,30.00,purchased,,,,,2082362989362212948
2026-07-29,GUSH,29.41,purchased,,,,,2082368156946104473
2026-08-04,HIBS,17.92,purchased,,,MA19,1h,2084657627922051475
2026-08-04,HIBS,,purchased,,,,,2084657778594087163
2026-08-04,HIBS,17.92,purchased,,,,,2084661311393485260
2026-08-04,SPXU,17.92,purchased,HIBS,,,,2084665626107461650
2026-08-04,SQQQ,17.92,purchased,"HIBS, QQQ",,,,2084669086169240014
2026-08-04,SQQQ,,purchased,,,,,2084669211755073611
2026-08-04,SQQQ,17.92,purchased,HIBS,,,,2084672206534222118
2026-08-05,SPXU,120.00,purchased,"SQQQ, HIBS, HIBL",,MA83,2h,2085010457488998898
2026-08-05,HIBL,120.00,,,,,,2085010631313506765
2026-08-05,SPXU,120.00,purchased,HIBL,,,,2085011001859297344
2026-08-05,SQQQ,120.00,purchased,HIBL,,,,2085011230285320458
2026-08-05,HIBS,120.00,purchased,HIBL,,,,2085011484850217088
2026-08-05,HIBS,120.00,purchased,HIBL,,,,2085011740279132423
2026-08-05,SQQQ,120.00,purchased,HIBL,,,,2085011948064903200
2026-08-05,SPXU,120.00,purchased,HIBL,,,,2085012106437706058
2026-08-05,HIBL,120.00,,,,,,2085018775053812136
2026-08-05,HIBL,120.00,,,,,,2085093584395808779
2026-08-05,HIBS,,purchased,,,,,2085093956480807220
2026-08-05,SQQQ,,purchased,,,,,2085094263214518506
2026-08-05,SPXU,,purchased,,,,,2085094510930079894
2026-08-06,SPXU,,purchased,,,,,2085397233999163556
2026-08-06,SQQQ,,purchased,,,,,2085397678528360861
2026-08-06,HIBS,,purchased,,,,,2085397965183865111
2026-08-06,HIBL,120.00,,,,,,2085398379534962883
2026-08-10,GUSH,29.23,purchased,,,,,2086863222720913501
2026-08-10,GUSH,29.23,purchased,,,,,2086863939489710550
2026-08-13,SPXU,120.00,purchased,"SQQQ, HIBS",,,,2087935089120542889
2026-08-17,HIBL,120.00,purchased,"SQQQ, SPXU, HIBS",,,,2089389098238923018
2026-08-17,HIBL,120.00,,,,,,2089403996373217460
2026-08-17,SPXU,,purchased,,,,,2089442386120511901
2026-08-17,SQQQ,,purchased,,,,,2089442919099076884
2026-08-17,HIBS,,purchased,,,,,2089443325321642267
2026-08-17,GUSH,29.23,purchased,,,,,2089444337025466604
2026-08-18,SPXU,,purchased,,,,,2089804677814886771
2026-08-20,SPXU,,purchased,,,,,2090527891960549445
2026-08-20,HIBL,120.00,,,,,,2090543213904052618
